name,specialty,city,comment,rating,Label,probability,Manual labeling
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,نظر خاصی ندارم بد نبود,3,خنثی,84.1696,خنثی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,منشیشون نمیدونم از کجا این قدر عصبانی بودن که این قدر بد برخورد میکردن من که نپسندیدم,2,منفی,84.1696,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,5,مثبت,84.1696,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,دکترهای بهتری هم هست توی یزد,2,خنثی,76.9614,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,4,مثبت,84.1696,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,ی خانوم دکتر واقعی و تموم عیار؛ موفق باشن🙏,5,مثبت,97.3123,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,"معطلی،زیاده",5,خنثی,69.4775,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی بود,1,مثبت,93.2885,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,خیلی خیلی معطل شدم اصلا وقت مردم براشون ارزش نداره,1,منفی,84.5789,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,کاش همون ساعتی که نوبت گرفتیم نوبتمون میشد نه این که 3 4 ساعت منتظر باشیم,1,منفی,96.731,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,5,مثبت,84.1696,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,امروز رفتم مطب بسته بود و چند ساعت منتظر موندم کسی نیومد کاش اگر قرار بر کنسلی هست به بیمار هم خبر بدین,1,خنثی,88.5266,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,3,مثبت,96.731,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب نبود راضی نبودم ,1,منفی,93.2885,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,مجبور شدم دوبار عکس برداری کنم در عکس اول درست مشخص نبود و راضی نبودم,2.1,منفی,76.9614,منفی
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,3,مثبت,84.1696,مثبت
دکتر افسانه قاسمی,تخصص تصویربرداری (رادیولوژی),یزد,من از نتیجه‌ی درمان با این دکتر راضی نشدم. چیزایی که بهم گفت خیلی عمومی بودن و به مشکلم کمک نکردن,1,منفی,82.5386,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی خیلی خوش بر خورد و مودب و دقیق در انجام کارشون,5,مثبت,97.7925,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,"خانم دکتر بسیار خوشرو، خوش اخلاق، صبور و کار بلد هستند خدا همچین پزشکانی رو برای مردم حفظ کنه",5,مثبت,96.1384,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,مامانم رو بردم ولی برخورد مناسبی پرسنل با مادرم نداشتن و احترام بزرگتریشون رو نگه نداشتن,2,خنثی,66.7845,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,نوبت ها دقیق نبودن نظم نداشت و شلوغ بود,2,منفی,96.731,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,جای نشستن با توجه به شلوغی زیاد کم بود ,3,خنثی,76.2548,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی بود,5,مثبت,93.2885,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,با توجه به شیوع کرونا و عدم رعایت فاصله ها مجبور شدیم بیرون کلینیک منتظر بمونیم,2,خنثی,76.9614,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,دکتر خوب بود ولی برخورد کادر تند و عصبی بود,3,خنثی,96.731,خنثی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,3,مثبت,84.1696,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,3,مثبت,96.731,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,نتیجه نگرفتم داروها جواب نداد و خیلی گران بود,1,منفی,84.1696,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خیلی بده که با بیمه ها کار نمیکنن,2.33,منفی,96.731,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,5,مثبت,84.1696,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,پزشک خوش برخورد و عالی,4.8,مثبت,95.9763,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,دکتر خوب بود ولی کاش با بیمه ها هم همکاری میکردن خیلی هزینه ها زیاده ولی در کل بد نبود,3,مثبت,76.9614,خنثی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی بود,5,مثبت,93.2885,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,5,مثبت,84.1696,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,کسی هست نتیجه نگرفته باشه؟,3,خنثی,76.9614,خنثی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,نطر خاصی ندارم بد نبود,3,منفی,76.9614,خنثی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,جای پارک نداشت و خیلی خیابون شلوغی بود معطلی خیلی زیاد بود و نوبت رعایت نمیشد من که راضی نبودم,2,منفی,96.731,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب بود,5,مثبت,76.9614,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خیلی کلینیک شلوغی بود اصلا رسیدگی خوبی نداشتن پرسنل هم خیلی رفتار تند و عصبی داشتن,1,منفی,94.0346,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,5,مثبت,84.1696,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,"عالی بودن من ساعت نه نوبت اینترنتی داشتم وساعت نه ونیم کارم تمام شد ،اخلاق ودقتم عالی عالی",5,مثبت,97.2004,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خانم دکتر بسیار خوش اخلاق هستند,4.5,مثبت,89.5231,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,بسیار عالی و خیر مند خدا حفظشون کنه عالی,5,مثبت,96.6761,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,دکتر ی هستن با دقت بالا بسیار مهربان,5,مثبت,96.5036,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب بود,4,مثبت,76.9614,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,اصلا برخورد خوبی نداشتن به حرف هام گوش نمیکردن و بداخلاق بودن پیشنهاد نمیکنم,1,منفی,88.1235,منفی
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,خوب بود,5,مثبت,76.9614,مثبت
کلینیک دکتر سعیده طباطبایی,تخصص تصویربرداری (رادیولوژی),یزد,برخوردشون خیلی تند بود اصلا درست جواب نمیدادن,2,منفی,84.1696,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,من هر دفعه ک رفتم بیش از ۵ساعت معطل شدم .مهارت پزشک عالی هستش ولی واسه منه باردار زمان خیلی مهم هستش.اگر میخواین اینجا سونوگرافی برین یا باید اشنای دکتر و منشی باشین یا واقعن صبور باشین,2.8,خنثی,74.5909,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,خیلی شلوغ بود. با توجه به شیوع آنفولانزا اصلا پیشنهاد نمیکنم اینجا رو. ی تعدادادم منتظر بودند. خانم منشی هم مدام زنگ میزد آدم اضافه میشد.افتضاح,1,منفی,95.7989,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,نوبت نمیشه گرفت.وقتی هم میده باید دو سه ساعت بشینید,1,منفی,71.5025,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,حداقل زمان انتظار ۳ تا ۴ ساعت بسیار بی نظم,1,منفی,88.5561,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,سلام دوستان کسی نوبت اینترنتی میگیرد یک روز قبلش حتما با مطب اوکی کنید ک داخل دفترشون بنویس ثانیا نوبت اونجا خیلی بی نظم حتما تاکید کنید ک سر چه تایمی اونجا باشید نوبت ما ساعت ۸ بود ساعت ۱۲ شب رفتم پیش دکتر یا علی,5,خنثی,53.4469,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,سلام کار دکتر بسیار خوب بود ولی متاسفانه پارتی بازی یا همان مریض ها نور چشمی زیاد می یامد اگر دکتر محترم می خواست کار این افرارد را بندازه بهترین کار این بود که منشی طوری مریض سفارشی رو داخل بفرسته که مریض ها دیگه ناراحت نشن,5,خنثی,58.695,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی بود,5,مثبت,93.2885,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,خیلی پارتی بازی میکنن نوبت مایی که ساعت ها منتظر بودیم اصلا رعایت نمیشد,1,منفی,96.731,منفی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,3,مثبت,96.731,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,کسی میدونه که با بیمه ها هم کار میکنن؟,3,خنثی,84.1696,خنثی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی,5,مثبت,96.731,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,کسی شماره تلفن از دکتر کریمی داره؟,3,خنثی,93.2885,خنثی
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,عالی بود,5,مثبت,93.2885,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,4,مثبت,84.1696,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب,3,مثبت,84.1696,مثبت
دکتر رادیولوژی و سونوگرافی دکتر کریمی,تخصص تصویربرداری (رادیولوژی),یزد,خوب بود,5,مثبت,76.9614,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,سلام آقای دکتر صنعتی بسیار دکتر با تجربه و خوش اخلاق هستند,4.6,مثبت,96.313,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,"برخورد بسیار عالیی ، با تجربه",5,مثبت,96.8798,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,من سال ۹۴مراجعه کردم واقعا عالی بود و همه چیز درست تشخیص داده شد الان هم برای نوبت سونو فرزند دومم میخوام اقدام کنم,5,مثبت,98.2689,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,بسیار خوش اخلاق و عالی بودن,5,مثبت,97.6843,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,دکتر بسیار خوش اخلاق وکاربلدی هستن,5,مثبت,94.8017,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,2 ساعت تو مطب دکتر معطل شدم تا دکتر تازه اومدن,2,مثبت,74.3211,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,نوبتم ساعت 6 بود اما دکتر ساعت 8 اومدن,2,مثبت,84.1696,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,ترافیک زیادی اطراف مطب دکتر بود و رفت و آمدش خیلی سخت بود,1,منفی,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,ساختمانی که مطب دکتر اونجا بود آسانسور نداشت و خیلی سخت رفتم طبقه سوم,2,منفی,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,اطراف مطب مغازه های مکانیکی بود که باعث معذب شدن مریض میشدن,1,مثبت,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,سالن انتظار مطب دکتر راهرو خیلی باریکی بود که خیلی جابه‌جاییش سخت بود,3,منفی,84.1696,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,تعداد صندلی های سالن انتظار خیلی کم بودن,3,خنثی,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,تهویه سالن انتظار مطب خیلی بد بود,2,منفی,93.2885,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,نظافت مطب خیلی بد بود,1,منفی,96.731,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,اخلاق منشی مطب خیلی بداخلاق بود و برخورد مناسبی با مریض نداشت,2,منفی,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,پاسخگویی منشی مطب مناسب نبود,3,خنثی,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,واقعا کارشون حرف نداشت بهترین دکتر یزد هستن,5,مثبت,98.3582,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,یک خاطره خوب تولد از پسردار شدنمون پبش ایشان رقم خورد,5,مثبت,95.835,مثبت
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,پیدا کردن مطب دکتر داخل ساختمان سخت بود تابلوی مناسبی نزده بودن,3,خنثی,75.1234,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,پیدا کردن جای پارک اطراف مطب خیلی سخت بود,1,منفی,84.1696,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,نوبت دهی دقیقی نداشتن و 2  ساعت بعد از زمانی که نوبت گرفته بودم رفتم پیش دکتر,2,منفی,84.1696,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,هزینه ویزیت دکتر زیاد بود,3,مثبت,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,منشی مطب پاسخگوی تلفن ها نبودند,2,مثبت,76.9614,منفی
دکتر مهدی صنعتی,تخصص تصویربرداری (رادیولوژی),یزد,نوبتم آخر وقت بود و دکتر نوبتم رو کنسل کرد بعد از اینکه یک عالمه وقت منتظر بودم وقت بیمار ارزشمند نیست؟,3,مثبت,76.4879,منفی
دکتر هاشم حجت,تخصص تصویربرداری (رادیولوژی),یزد,"نوبت دهی دکتر حجت خیلی خوب هستش،ولی نحوه برخورد با بیمار رو اصلا بلد نیستن،من برای صدای قلب جنین رفته بودم ،اولش فقط یه سوال پرسیدم که متاسفانه به من گفتم خانم لطفا حرف نزنید و من خیلی ناراحت شدم ،به نظر من نحوه ی برخورد با مریض خیلی مهمه ،من که دیگه مطب ایشون نمیرم",3.6,خنثی,69.7514,منفی
دکتر هاشم حجت,تخصص تصویربرداری (رادیولوژی),یزد,دکتر خیلی عالی هستن منکه اولین بارمه میرم ولی تعریفش خیلی شنیدم میگن خیلی خوش برخورده منم انشاالله نوبتم دوشنبه 16 مرداد هست,5,مثبت,94.5185,مثبت
